Participant_Number,Trial_Number,Condition,FC,Target_Contrast,Correct_Response,Reaction_Time
3,126,Together,0.1,0.015848931924611127,1,0.6462596950004809
3,127,Together,0.1,0.012589254117941666,1,0.7181388950002656
3,128,Together,0.1,0.009999999999999995,1,0.421970753000096
3,129,Together,0.1,0.00794328234724281,0,0.6860015700003714
3,130,Together,0.1,0.009999999999999995,0,0.5820957730002192
3,131,Together,0.1,0.012589254117941666,1,0.5580037459994855
3,132,Together,0.1,0.009999999999999995,0,0.567234415000712
3,133,Together,0.1,0.012589254117941666,0,0.47181427299983625
3,134,Together,0.1,0.015848931924611127,1,0.501380944999255
3,135,Together,0.1,0.012589254117941666,0,0.4132849880006688
3,136,Together,0.1,0.015848931924611127,1,0.3411621280001782
3,137,Together,0.1,0.012589254117941666,0,0.39458202500009065
3,138,Together,0.1,0.015848931924611127,1,0.41048171700003877
3,139,Together,0.1,0.012589254117941666,0,0.33595329000036145
3,140,Together,0.1,0.015848931924611127,0,0.5129352029998699
3,141,Together,0.1,0.01995262314968879,0,0.400279433999458
3,142,Together_null,0.1,0.009999999999999995,1,0.4887106460000723
3,143,Together,0.1,0.025118864315095794,1,0.4724175399996966
3,144,Together,0.1,0.01995262314968879,0,0.545459535000191
3,145,Together,0.1,0.025118864315095794,1,0.44996867299960286
3,146,Together,0.1,0.01995262314968879,1,0.44310197199956747
3,147,Together,0.1,0.015848931924611127,1,0.4245841809997728
3,148,Together,0.1,0.012589254117941666,0,0.6080618779997167
3,149,Together,0.1,0.015848931924611127,1,0.35747307399924466
3,150,Together_null,0.1,0.00794328234724281,1,0.5738669639995351
3,151,Together,0.1,0.012589254117941666,1,0.5978762760005338
3,152,Together,0.1,0.009999999999999995,0,0.6751731130007101
3,153,Together,0.1,0.012589254117941666,1,0.5869304709995049
3,154,Together,0.1,0.009999999999999995,0,0.4270833999999013
3,155,Together,0.1,0.012589254117941666,0,0.35467468700062454
3,156,Together,0.1,0.015848931924611127,1,0.4837856490003105
3,157,Together,0.1,0.012589254117941666,0,0.46737590700013243
3,158,Together,0.1,0.015848931924611127,1,0.3712366979998478
3,159,Together,0.1,0.012589254117941666,0,0.4914189790006276
3,160,Together,0.1,0.015848931924611127,0,0.442921292000392
3,161,Together,0.1,0.01995262314968879,0,0.47184722800011514
3,162,Together,0.1,0.025118864315095794,1,0.3840718879991982
3,163,Together,0.1,0.01995262314968879,0,0.47246243200061144
3,164,Together,0.1,0.025118864315095794,1,0.4137326230002145
3,165,Together,0.1,0.01995262314968879,1,0.45346338900071714
3,166,Together_null,0.1,0.0063095734448019285,1,0.510012344999268
3,167,Together,0.1,0.015848931924611127,1,0.46138036899992585
3,168,Together,0.1,0.012589254117941666,0,0.4377581829994597
3,169,Together,0.1,0.015848931924611127,1,0.34155867000026774
3,170,Together,0.1,0.012589254117941666,1,0.46196404500005883
3,171,Together,0.1,0.009999999999999995,0,0.47772525700020196
3,172,Together,0.1,0.012589254117941666,0,0.5586534889998802
3,173,Together,0.1,0.015848931924611127,1,0.7032285839995893
3,174,Together,0.1,0.012589254117941666,0,0.4772855810006149
3,175,Together,0.1,0.015848931924611127,1,0.6049077580000812
3,176,Together,0.1,0.012589254117941666,1,0.9217908439995881
3,177,Together,0.1,0.009999999999999995,1,0.7940320540001267
3,178,Together,0.1,0.00794328234724281,1,0.7215409509999517
3,179,Together,0.1,0.0063095734448019285,0,0.4799137399995743
3,180,Together,0.1,0.00794328234724281,0,0.46129847100019106
3,181,Together,0.1,0.009999999999999995,0,0.3814795859998412
3,182,Together,0.1,0.012589254117941666,0,0.40560187499977474
3,183,Together,0.1,0.015848931924611127,1,0.43014631000005465
3,184,Together_null,0.1,0.005011872336272719,1,0.43766168000001926
3,185,Together,0.1,0.012589254117941666,0,0.3919334970005366
3,186,Together,0.1,0.015848931924611127,1,0.5128913349999493
3,187,Together,0.1,0.012589254117941666,0,0.44559230400045635
3,188,Together,0.1,0.015848931924611127,1,0.6854694630001177
3,189,Together,0.1,0.012589254117941666,1,0.5068467850005618
3,190,Together_null,0.1,0.00398107170553497,1,0.5387372719997074
3,191,Together,0.1,0.009999999999999995,1,0.6168472220006151
3,192,Together,0.1,0.00794328234724281,0,0.5362427510008274
3,193,Together,0.1,0.009999999999999995,0,0.39257470699976693
3,194,Together,0.1,0.012589254117941666,0,99
3,195,Together,0.1,0.015848931924611127,1,0.6883480260003125
3,196,Together,0.1,0.012589254117941666,0,0.49674999800026853
3,197,Together_null,0.1,0.0031622776601683772,1,0.4250678059997881
3,198,Together_null,0.1,0.002511886431509578,1,0.512749802000144
3,199,Together_null,0.1,0.001995262314968878,1,0.402267010000287
