Participant_Number,Trial_Number,Condition,FC,Target_Contrast,Correct_Response,Reaction_Time
4,0,Together,0.1,0.1,0,0.848879170000032
4,1,Together,0.1,0.1,1,0.3425630059999776
4,2,Together,0.1,0.07943282347242815,1,0.2866196280000395
4,3,Together,0.1,0.06309573444801932,1,0.30740614800004096
4,4,Together_null,0.1,0.1,1,0.3638903730000038
4,5,Together,0.1,0.05011872336272722,1,0.46002050000004147
4,6,Together,0.1,0.03981071705534971,1,0.41180063199999495
4,7,Together,0.1,0.031622776601683784,1,0.3643213260000948
4,8,Together,0.1,0.02511886431509579,1,0.41213295000000016
4,9,Together_null,0.1,0.07943282347242815,1,0.41206799400004
4,10,Together,0.1,0.01995262314968879,0,0.38827923400003783
4,11,Together,0.1,0.025118864315095794,1,0.30052781400002004
4,12,Together,0.1,0.01995262314968879,1,0.517180754999913
4,13,Together,0.1,0.015848931924611127,1,0.3097470010000052
4,14,Together,0.1,0.012589254117941666,0,0.42717553900001803
4,15,Together,0.1,0.015848931924611127,0,0.3148943999999574
4,16,Together,0.1,0.01995262314968879,1,0.6157079039999189
4,17,Together,0.1,0.015848931924611127,1,0.39228326100010236
4,18,Together,0.1,0.012589254117941666,0,0.45427014699998836
4,19,Together,0.1,0.015848931924611127,1,0.42208724199997505
4,20,Together,0.1,0.012589254117941666,0,0.36292516200001046
4,21,Together,0.1,0.015848931924611127,1,0.2920125480000024
4,22,Together,0.1,0.012589254117941666,0,0.2911296309999898
4,23,Together,0.1,0.015848931924611127,0,0.4484792829999833
4,24,Together,0.1,0.01995262314968879,0,0.36002045800000815
4,25,Together,0.1,0.025118864315095794,1,0.49574250900002426
4,26,Together,0.1,0.01995262314968879,1,0.36519144200008213
4,27,Together,0.1,0.015848931924611127,1,0.26904744399996616
4,28,Together,0.1,0.012589254117941666,0,0.4111506269999836
4,29,Together_null,0.1,0.06309573444801932,1,0.3317606919999889
4,30,Together,0.1,0.015848931924611127,1,0.275540044999957
4,31,Together,0.1,0.012589254117941666,0,0.37121531000002506
4,32,Together,0.1,0.015848931924611127,1,0.5479224850000719
4,33,Together_null,0.1,0.05011872336272722,1,0.4519759529999874
4,34,Together,0.1,0.012589254117941666,1,0.3340801529999453
4,35,Together,0.1,0.009999999999999995,0,0.48453329899996334
4,36,Together,0.1,0.012589254117941666,0,0.3897826059999261
4,37,Together,0.1,0.015848931924611127,0,0.31020836600009716
4,38,Together,0.1,0.01995262314968879,1,0.4109574359999897
4,39,Together,0.1,0.015848931924611127,1,0.49085496899999725
4,40,Together,0.1,0.012589254117941666,0,0.3570741650000855
4,41,Together,0.1,0.015848931924611127,0,0.3334348370000271
4,42,Together,0.1,0.01995262314968879,1,0.27713965299994925
4,43,Together,0.1,0.015848931924611127,0,0.4044096289999288
4,44,Together,0.1,0.01995262314968879,1,0.6070183580000048
4,45,Together,0.1,0.015848931924611127,1,0.33577630900003896
4,46,Together,0.1,0.012589254117941666,0,0.380478094999944
4,47,Together,0.1,0.015848931924611127,0,0.3012569179999218
4,48,Together,0.1,0.01995262314968879,1,0.47128571999996893
4,49,Together,0.1,0.015848931924611127,1,0.4595598359999258
4,50,Together,0.1,0.012589254117941666,0,0.4194283669999095
4,51,Together,0.1,0.015848931924611127,0,0.44897475599998415
4,52,Together,0.1,0.01995262314968879,0,0.5525671189999457
4,53,Together,0.1,0.025118864315095794,1,0.24743911500002014
4,54,Together,0.1,0.01995262314968879,0,0.49572387800003526
4,55,Together,0.1,0.025118864315095794,0,0.735740203999967
