Participant_Number,Trial_Number,Condition,FC,Target_Contrast,Correct_Response,Reaction_Time
2,0,Together,0.1,0.1,1,0.335250665999979
2,1,Together,0.1,0.07943282347242815,1,0.25517925999997715
2,2,Together,0.1,0.06309573444801932,1,0.15766893700003948
2,3,Together,0.1,0.05011872336272722,1,0.17244886800006043
2,4,Together,0.1,0.03981071705534971,1,0.14149652200001128
2,5,Together,0.1,0.031622776601683784,1,0.31727656800001114
2,6,Together,0.1,0.02511886431509579,1,0.3091423619999887
2,7,Together,0.1,0.01995262314968879,1,0.35747237999999015
2,8,Together,0.1,0.015848931924611127,1,0.41402443499998753
2,9,Together,0.1,0.012589254117941666,0,0.5105866640000158
2,10,Together,0.1,0.015848931924611127,1,0.2959934829999611
2,11,Together,0.1,0.012589254117941666,1,0.3197873049999771
2,12,Together,0.1,0.009999999999999995,1,0.34025942900007067
2,13,Together,0.1,0.00794328234724281,1,0.31608896000000186
2,14,Together,0.1,0.0063095734448019285,0,0.4052109509999582
2,15,Together,0.1,0.00794328234724281,0,0.40163587500001086
2,16,Together,0.1,0.009999999999999995,1,0.345813747999955
2,17,Together,0.1,0.00794328234724281,0,0.5118455049999966
2,18,Together,0.1,0.009999999999999995,0,0.5677392879999843
2,19,Together,0.1,0.012589254117941666,0,0.44018886300000304
2,20,Together,0.1,0.015848931924611127,1,0.3852377080000906
2,21,Together,0.1,0.012589254117941666,1,0.3848365509999212
2,22,Together,0.1,0.009999999999999995,0,0.5232627469999898
2,23,Together,0.1,0.012589254117941666,1,0.4109061249999968
2,24,Together,0.1,0.009999999999999995,1,0.3119455639999842
2,25,Together,0.1,0.00794328234724281,1,0.2646742990000348
2,26,Together,0.1,0.0063095734448019285,0,0.3975980850000269
2,27,Together,0.1,0.00794328234724281,1,0.35746669799993924
2,28,Together,0.1,0.0063095734448019285,1,0.3493418030000157
2,29,Together,0.1,0.005011872336272719,0,0.37976642600006016
2,30,Together,0.1,0.0063095734448019285,1,0.36363575200005016
2,31,Together,0.1,0.005011872336272719,0,0.37216988800003037
2,32,Together,0.1,0.0063095734448019285,1,0.32368675099996835
2,33,Together,0.1,0.005011872336272719,0,0.37170591700009936
2,34,Together_null,0.1,0.1,1,0.3879267270000355
2,35,Together,0.1,0.0063095734448019285,1,0.34785704900002656
2,36,Together,0.1,0.005011872336272719,0,0.3972658700000693
2,37,Together,0.1,0.0063095734448019285,0,0.41409343599991644
2,38,Together,0.1,0.00794328234724281,1,0.36640326899998854
2,39,Together,0.1,0.0063095734448019285,0,0.34713870600000973
2,40,Together,0.1,0.00794328234724281,0,0.2971890629999052
2,41,Together_null,0.1,0.07943282347242815,1,0.3373898139999483
2,42,Together_null,0.1,0.06309573444801932,1,0.40101532099993165
2,43,Together,0.1,0.009999999999999995,0,0.3605339120000508
2,44,Together_null,0.1,0.05011872336272722,0,0.36934306499995273
2,45,Together_null,0.1,0.06309573444801932,0,0.3534367959999827
2,46,Together,0.1,0.012589254117941666,1,0.3318782269999474
2,47,Together,0.1,0.009999999999999995,0,0.388098422999974
2,48,Together,0.1,0.012589254117941666,0,0.30020481799999743
