Participant_Number,Trial_Number,Condition,FC,Target_Contrast,Correct_Response,Reaction_Time
4,109,Seperate,0.1,0.009999999999999995,0,0.22427972400004137
4,110,Seperate_null,0.1,0.012589254117941666,1,0.507510251000042
4,111,Seperate,0.1,0.012589254117941666,0,0.4071482389999801
4,112,Seperate,0.1,0.015848931924611127,1,0.4128980899999988
4,113,Seperate,0.1,0.012589254117941666,0,0.7270633470000121
4,114,Seperate,0.1,0.015848931924611127,0,0.7311005459999933
4,115,Seperate,0.1,0.01995262314968879,1,0.5807599490000257
4,116,Seperate,0.1,0.015848931924611127,1,0.5362218309999776
4,117,Seperate_null,0.1,0.009999999999999995,1,0.45109137700001156
4,118,Seperate,0.1,0.012589254117941666,0,0.5003124609999645
4,119,Seperate,0.1,0.015848931924611127,1,0.7198567440000261
4,120,Seperate,0.1,0.012589254117941666,0,0.38311886200000345
4,121,Seperate,0.1,0.015848931924611127,1,0.5156026330000145
4,122,Seperate,0.1,0.012589254117941666,1,0.32561423900000364
4,123,Seperate,0.1,0.009999999999999995,0,0.5841359099999863
4,124,Seperate,0.1,0.012589254117941666,0,0.7874894770000083
4,125,Seperate,0.1,0.015848931924611127,1,0.28424282100002074
4,126,Seperate,0.1,0.012589254117941666,1,0.49527874700004304
4,127,Seperate,0.1,0.009999999999999995,0,0.4728781620000291
4,128,Seperate,0.1,0.012589254117941666,1,0.34104777200002445
4,129,Seperate,0.1,0.009999999999999995,0,0.3522357379999903
4,130,Seperate,0.1,0.012589254117941666,0,0.29193784599999617
4,131,Seperate,0.1,0.015848931924611127,1,0.8567441889999827
4,132,Seperate,0.1,0.012589254117941666,0,0.46938419700001077
4,133,Seperate,0.1,0.015848931924611127,0,0.43386200600002667
4,134,Seperate_null,0.1,0.00794328234724281,1,0.42800779099997044
4,135,Seperate,0.1,0.01995262314968879,1,0.3718893120000075
4,136,Seperate,0.1,0.015848931924611127,0,0.34336465999996335
4,137,Seperate,0.1,0.01995262314968879,0,0.4661172870000314
4,138,Seperate,0.1,0.025118864315095794,0,0.19504457400000774
4,139,Seperate,0.1,0.031622776601683784,1,0.31910170200001176
4,140,Seperate,0.1,0.02511886431509579,1,0.524487119000014
4,141,Seperate,0.1,0.01995262314968879,1,0.36022609500003
4,142,Seperate,0.1,0.015848931924611127,1,0.24002452000001995
4,143,Seperate,0.1,0.012589254117941666,0,0.4274616899999728
4,144,Seperate,0.1,0.015848931924611127,1,0.6145294369999874
4,145,Seperate,0.1,0.012589254117941666,0,0.4335406929999408
4,146,Seperate,0.1,0.015848931924611127,1,0.46104956199997105
4,147,Seperate,0.1,0.012589254117941666,0,0.32002714600002946
4,148,Seperate,0.1,0.015848931924611127,1,0.3633468300000686
4,149,Seperate,0.1,0.012589254117941666,0,0.6478995999999597
4,150,Seperate,0.1,0.015848931924611127,1,0.28502775599997676
4,151,Seperate,0.1,0.012589254117941666,0,0.5984765809999999
4,152,Seperate,0.1,0.015848931924611127,1,0.4582283770000686
4,153,Seperate,0.1,0.012589254117941666,1,0.37029661999997643
4,154,Seperate,0.1,0.009999999999999995,0,0.4699459769999521
4,155,Seperate,0.1,0.012589254117941666,0,0.614288092000038
4,156,Seperate,0.1,0.015848931924611127,1,0.48938360400006786
4,157,Seperate,0.1,0.012589254117941666,0,0.5160308700000087
4,158,Seperate_null,0.1,0.0063095734448019285,1,0.4231306570000015
4,159,Seperate,0.1,0.015848931924611127,1,0.40300407000006544
4,160,Seperate,0.1,0.012589254117941666,0,0.2913598819999379
4,161,Seperate,0.1,0.015848931924611127,1,0.4870443309999928
4,162,Seperate,0.1,0.012589254117941666,0,0.3032060680000086
4,163,Seperate,0.1,0.015848931924611127,1,0.33907983200003855
4,164,Seperate,0.1,0.012589254117941666,0,0.4592936980000104
4,165,Seperate,0.1,0.015848931924611127,1,0.41489308699999583
4,166,Seperate,0.1,0.012589254117941666,0,0.4734886590000542
4,167,Seperate,0.1,0.015848931924611127,1,0.4530661109999983
4,168,Seperate,0.1,0.012589254117941666,1,0.431586836000065
4,169,Seperate,0.1,0.009999999999999995,0,0.4358120509999708
4,170,Seperate_null,0.1,0.005011872336272719,1,0.43990912800006754
4,171,Seperate,0.1,0.012589254117941666,0,0.6200016499999492
4,172,Seperate,0.1,0.015848931924611127,1,0.48074350699994284
4,173,Seperate,0.1,0.012589254117941666,1,0.6580935040000213
4,174,Seperate,0.1,0.009999999999999995,0,0.46951258400008555
4,175,Seperate,0.1,0.012589254117941666,1,0.5263016430000107
4,176,Seperate,0.1,0.009999999999999995,0,0.4575093680000464
4,177,Seperate,0.1,0.012589254117941666,0,0.4731408279999414
4,178,Seperate,0.1,0.015848931924611127,1,0.34919564699998773
4,179,Seperate,0.1,0.012589254117941666,0,0.5206140180000602
4,180,Seperate,0.1,0.015848931924611127,0,0.21830619900003967
4,181,Seperate,0.1,0.01995262314968879,0,0.30947232100004385
4,182,Seperate,0.1,0.025118864315095794,0,0.15737718699995185
4,183,Seperate,0.1,0.031622776601683784,1,0.31260849000000235
4,184,Seperate,0.1,0.02511886431509579,1,0.4336365999999998
4,185,Seperate,0.1,0.01995262314968879,1,0.4050753369999711
4,186,Seperate,0.1,0.015848931924611127,1,0.5996131169999899
4,187,Seperate,0.1,0.012589254117941666,0,0.7076034210000444
4,188,Seperate,0.1,0.015848931924611127,1,0.5501807460000236
4,189,Seperate,0.1,0.012589254117941666,0,0.47410078600000816
4,190,Seperate,0.1,0.015848931924611127,1,0.6696114930000476
4,191,Seperate,0.1,0.012589254117941666,0,0.6661786449999454
4,192,Seperate,0.1,0.015848931924611127,1,0.495451753999987
4,193,Seperate,0.1,0.012589254117941666,0,0.4714092529999334
4,194,Seperate,0.1,0.015848931924611127,1,0.5314250850000235
4,195,Seperate,0.1,0.012589254117941666,1,0.6112861490000796
4,196,Seperate_null,0.1,0.00398107170553497,1,0.3989991450000616
4,197,Seperate_null,0.1,0.0031622776601683772,1,0.31166281999992407
4,198,Seperate_null,0.1,0.002511886431509578,1,0.25095370600001843
4,199,Seperate_null,0.1,0.001995262314968878,1,0.2617925419999665
